Month,Country,Product_Category,Units_Sold,Unit_Price,Discount,Revenue
2023-06,Germany,Electronics,44,205.5,0.27,6600.66
2023-06,Australia,Electronics,35,674.74,0.1,21254.31
2023-06,Brazil,Electronics,12,919.74,0.08,10153.93
2023-06,France,Clothing,21,978.61,0.22,16029.63
2023-06,Japan,Home,23,659.6,0.05,14412.26
2023-06,Japan,Clothing,43,276.64,0.16,9992.24
2023-06,France,Clothing,2,140.41,0.22,219.04
2023-06,UK,Clothing,31,493.51,0.05,14533.87
2023-06,Germany,Electronics,22,546.81,0.18,9864.45
2023-06,Australia,Home,19,160.05,0.03,2949.72
2023-06,Germany,Home,25,763.51,0.05,18133.36
2023-06,USA,Clothing,16,813.63,0.22,10154.1
2023-06,UK,Electronics,4,108.19,0.12,380.83
2023-06,USA,Clothing,43,317.82,0.22,10659.68
2023-06,Japan,Home,27,196.14,0.11,4713.24
2023-06,France,Electronics,36,15.18,0.23,420.79
2023-06,Japan,Toys,17,20.92,0.22,277.4
2023-06,France,Electronics,20,333.66,0.04,6406.27
2023-06,Brazil,Clothing,19,996.37,0.11,16848.62
2023-06,France,Toys,20,782.6,0.07,14556.36
2023-06,USA,Electronics,38,418.5,0.21,12563.37
2023-06,France,Clothing,38,175.22,0.05,6325.44
2023-06,France,Toys,17,592.32,0.14,8659.72
2023-06,Japan,Home,24,113.1,0.07,2524.39
2023-06,Germany,Toys,24,679.7,0.24,12397.73
2023-06,Brazil,Toys,19,503.27,0.02,9370.89
2023-06,Japan,Toys,45,748.47,0.29,23913.62
2023-06,France,Home,36,522.1,0.13,16352.17
2023-06,Germany,Clothing,49,439.68,0.03,20897.99
2023-06,Germany,Electronics,28,738.31,0.3,14470.88
2023-06,Germany,Clothing,45,181.75,0.19,6624.79
2023-06,Germany,Toys,47,127.15,0.12,5258.92
2023-06,Japan,Toys,11,742.59,0.29,5799.63
2023-06,France,Electronics,10,341.17,0.01,3377.58
2023-06,India,Clothing,45,700.69,0.28,22702.36
2023-06,UK,Electronics,19,266.7,0.13,4408.55
2023-06,UK,Electronics,29,467.12,0.14,11649.97
2023-06,France,Clothing,5,708.96,0.19,2871.29
2023-06,Japan,Home,39,501.5,0.13,17015.9
2023-06,India,Toys,6,66.71,0.07,372.24
2023-06,Germany,Toys,31,923.4,0.14,24617.84
2023-06,France,Clothing,24,66.48,0.08,1467.88
2023-06,Germany,Home,35,282.86,0.24,7524.08
2023-06,USA,Toys,16,761.8,0.13,10604.26
2023-06,France,Clothing,44,164.82,0.26,5366.54
2023-06,UK,Toys,18,907.37,0.04,15679.35
2023-06,Germany,Clothing,33,774.14,0.03,24780.22
2023-06,Brazil,Clothing,32,667.15,0.29,15157.65
2023-06,Brazil,Toys,7,399.51,0.25,2097.43
2023-06,Australia,Toys,14,733.51,0.29,7291.09
2023-06,USA,Electronics,3,727.9,0.06,2052.68
2023-06,India,Home,25,947.57,0.29,16819.37
2023-06,France,Electronics,33,159.73,0.07,4902.11
2023-06,USA,Electronics,7,686.92,0.16,4039.09
2023-06,Australia,Electronics,34,409.94,0.16,11707.89
2023-06,Brazil,Clothing,49,548.1,0.02,26319.76
2023-06,Japan,Clothing,1,434.34,0.04,416.97
2023-06,Japan,Toys,2,106.59,0.26,157.75
2023-06,UK,Electronics,39,549.98,0.02,21020.24
2023-06,Australia,Clothing,10,978.28,0.24,7434.93
2023-06,India,Toys,32,266.03,0.05,8087.31
2023-06,Brazil,Toys,46,756.57,0.01,34454.2
2023-06,Australia,Electronics,15,880.79,0.26,9776.77
2023-06,UK,Electronics,41,564.58,0.23,17823.79
2023-06,India,Home,2,74.55,0.14,128.23
2023-06,Australia,Toys,33,396.82,0.24,9952.25
2023-06,Brazil,Toys,23,823.88,0.11,16864.82
2023-06,UK,Electronics,11,211.73,0.16,1956.39
2023-06,Australia,Toys,28,759.91,0.08,19575.28
2023-06,Australia,Home,9,402.01,0.27,2641.21
2023-06,Australia,Clothing,42,453.13,0.17,15796.11
2023-06,USA,Home,16,858.61,0.27,10028.56
2023-06,USA,Home,40,511.98,0.18,16792.94
2023-06,Brazil,Toys,8,895.05,0.2,5728.32
2023-06,UK,Electronics,4,800.61,0.29,2273.73
2023-06,UK,Toys,9,805.57,0.15,6162.61
2023-06,Australia,Electronics,45,984.27,0.2,35433.72
2023-06,France,Clothing,4,997.11,0.29,2831.79
2023-06,UK,Home,27,689.99,0.03,18070.84
2023-06,Germany,Electronics,20,891.36,0.02,17470.66
2023-06,France,Home,28,859.6,0.25,18051.6
2023-06,USA,Clothing,19,761.99,0.3,10134.47
2023-06,USA,Home,44,464.67,0.11,18196.48
2023-06,USA,Clothing,3,881.02,0.16,2220.17
2023-06,Australia,Electronics,28,827.72,0.03,22480.88
2023-06,France,Home,34,354.46,0.14,10364.41
2023-06,USA,Home,23,624.72,0.11,12788.02
2023-06,France,Toys,11,845.3,0.08,8554.44
2023-06,India,Toys,16,115.28,0.09,1678.48
2023-06,Australia,Toys,47,183.13,0.26,6369.26
2023-06,Germany,Electronics,8,81.94,0.02,642.41
2023-06,UK,Toys,25,223.37,0.11,4969.98
2023-06,France,Home,46,761.66,0.27,25576.54
2023-06,India,Home,9,790.56,0.2,5692.03
2023-07,USA,Home,33,875.48,0.0,28890.84
2023-07,UK,Home,34,452.58,0.14,13233.44
2023-07,Germany,Electronics,8,137.56,0.12,968.42
2023-07,Brazil,Clothing,20,27.82,0.13,484.07
2023-07,Japan,Clothing,38,287.24,0.26,8077.19
2023-07,UK,Clothing,3,756.42,0.24,1724.64
2023-07,Germany,Electronics,7,625.13,0.17,3632.01
2023-07,Germany,Home,19,874.03,0.03,16108.37
2023-07,Japan,Electronics,36,105.57,0.07,3534.48
2023-07,Australia,Electronics,25,826.29,0.02,20244.1
2023-07,India,Home,14,745.76,0.01,10336.23
2023-07,Germany,Toys,8,878.49,0.1,6325.13
2023-07,Japan,Electronics,16,247.12,0.24,3004.98
2023-07,Japan,Toys,35,275.1,0.24,7317.66
2023-07,France,Home,21,73.0,0.25,1149.75
2023-07,UK,Toys,33,740.19,0.16,20518.07
2023-07,India,Toys,35,830.99,0.26,21522.64
2023-07,India,Toys,45,697.51,0.02,30760.19
2023-07,Japan,Toys,46,776.14,0.18,29276.0
2023-07,USA,Toys,29,178.88,0.28,3735.01
2023-07,Japan,Toys,29,643.21,0.2,14922.47
2023-07,Germany,Toys,4,390.67,0.15,1328.28
2023-07,Japan,Toys,2,278.85,0.14,479.62
2023-07,India,Electronics,8,637.76,0.02,5000.04
2023-07,India,Clothing,17,49.37,0.18,688.22
2023-07,UK,Toys,19,284.05,0.29,3831.83
2023-07,France,Electronics,49,626.29,0.14,26391.86
2023-07,Australia,Electronics,20,214.92,0.15,3653.64
2023-07,Japan,Electronics,46,59.0,0.25,2035.5
2023-07,Germany,Toys,33,345.47,0.24,8664.39
2023-07,India,Toys,42,300.55,0.28,9088.63
2023-07,India,Toys,37,291.72,0.25,8095.23
2023-07,France,Home,39,579.03,0.01,22356.35
2023-07,Australia,Home,46,992.89,0.04,43846.02
2023-07,Japan,Electronics,1,395.97,0.22,308.86
2023-07,Australia,Toys,45,611.83,0.09,25054.44
2023-07,France,Clothing,39,954.49,0.22,29035.59
2023-07,India,Home,46,60.62,0.08,2565.44
2023-07,Brazil,Electronics,47,872.88,0.08,37743.33
2023-07,Germany,Clothing,33,461.67,0.11,13559.25
2023-07,UK,Home,28,554.09,0.27,11325.6
2023-07,Germany,Clothing,15,752.35,0.12,9931.02
2023-07,France,Electronics,10,368.3,0.18,3020.06
2023-07,USA,Clothing,18,147.48,0.03,2575.0
2023-07,Brazil,Toys,3,726.73,0.04,2092.98
2023-07,USA,Electronics,38,830.73,0.3,22097.42
2023-07,USA,Electronics,41,427.81,0.09,15961.59
2023-07,India,Home,45,405.38,0.27,13316.73
2023-07,Japan,Electronics,31,471.94,0.25,10972.6
2023-07,Japan,Toys,21,695.57,0.13,12708.06
2023-07,UK,Electronics,9,313.25,0.24,2142.63
2023-07,Germany,Toys,34,390.4,0.14,11415.3
2023-07,Germany,Home,41,436.68,0.1,16113.49
2023-07,Australia,Toys,36,399.04,0.16,12066.97
2023-07,USA,Toys,28,436.22,0.04,11725.59
2023-07,Australia,Electronics,1,947.18,0.1,852.46
2023-07,USA,Toys,18,640.53,0.1,10376.59
2023-07,Brazil,Home,11,318.11,0.2,2799.37
2023-07,France,Toys,34,843.31,0.17,23798.21
2023-07,Japan,Electronics,31,691.39,0.04,20575.77
2023-07,France,Clothing,24,510.4,0.29,8697.22
2023-07,Germany,Clothing,27,216.78,0.28,4214.2
2023-07,UK,Clothing,6,758.65,0.14,3914.63
2023-07,Japan,Clothing,37,837.13,0.11,27566.69
2023-07,Germany,Electronics,35,889.52,0.18,25529.22
2023-07,Germany,Electronics,49,97.32,0.18,3910.32
2023-07,Japan,Toys,17,391.66,0.1,5992.4
2023-07,Germany,Electronics,37,483.1,0.16,15014.75
2023-07,France,Clothing,23,446.04,0.09,9335.62
2023-07,Australia,Electronics,49,512.37,0.2,20084.9
2023-07,France,Toys,11,562.13,0.1,5565.09
2023-07,Germany,Home,24,999.72,0.05,22793.62
2023-07,USA,Home,36,407.76,0.3,10275.55
2023-07,Germany,Clothing,40,332.56,0.24,10109.82
2023-07,UK,Electronics,39,401.19,0.01,15489.95
2023-07,India,Electronics,36,907.87,0.04,31375.99
2023-07,UK,Electronics,34,724.92,0.16,20703.72
2023-07,Germany,Clothing,21,748.4,0.16,13201.78
2023-07,France,Electronics,20,472.11,0.01,9347.78
2023-07,Japan,Electronics,19,517.77,0.03,9542.5
2023-07,Germany,Toys,6,592.84,0.11,3165.77
2023-07,Japan,Home,33,567.08,0.13,16280.87
2023-07,UK,Home,17,866.92,0.29,10463.72
2023-07,USA,Toys,47,766.88,0.17,29915.99
2023-07,France,Home,48,996.16,0.02,46859.37
2023-07,France,Electronics,17,848.5,0.27,10529.89
2023-07,UK,Home,38,263.49,0.01,9912.49
2023-07,Brazil,Clothing,31,736.69,0.23,17584.79
2023-07,Japan,Electronics,22,725.48,0.21,12608.84
2023-07,USA,Toys,21,365.13,0.24,5827.47
2023-07,Australia,Home,30,957.87,0.0,28736.1
2023-07,UK,Clothing,8,994.7,0.03,7718.87
2023-07,Japan,Home,3,740.49,0.25,1666.1
2023-07,India,Home,37,15.61,0.28,415.85
2023-07,Germany,Toys,9,768.45,0.25,5187.04
2023-07,USA,Home,40,405.11,0.22,12639.43
2023-07,Japan,Toys,4,413.04,0.02,1619.12
2023-07,UK,Toys,3,635.77,0.17,1583.07
2023-07,Australia,Clothing,45,955.56,0.16,36120.17
2023-07,Australia,Clothing,40,121.8,0.25,3654.0
2023-08,Germany,Toys,38,59.72,0.02,2223.97
2023-08,France,Toys,47,219.0,0.26,7616.82
2023-08,UK,Toys,23,929.94,0.12,18821.99
2023-08,UK,Clothing,29,587.42,0.25,12776.39
2023-08,India,Electronics,30,979.19,0.18,24088.07
2023-08,France,Home,25,131.69,0.27,2403.34
2023-08,Brazil,Toys,10,590.01,0.19,4779.08
2023-08,Germany,Toys,32,531.02,0.14,14613.67
2023-08,Japan,Toys,24,297.07,0.17,5917.63
2023-08,Germany,Electronics,23,723.45,0.12,14642.63
2023-08,Brazil,Clothing,34,142.49,0.19,3924.17
2023-08,UK,Electronics,12,408.42,0.03,4754.01
2023-08,India,Clothing,29,56.38,0.08,1504.22
2023-08,Japan,Electronics,23,587.43,0.14,11619.37
2023-08,Japan,Electronics,44,743.5,0.09,29769.74
2023-08,UK,Electronics,1,138.63,0.17,115.06
2023-08,USA,Toys,4,791.04,0.27,2309.84
2023-08,France,Home,49,383.54,0.28,13531.29
2023-08,UK,Electronics,17,690.15,0.15,9972.67
2023-08,India,Toys,27,845.81,0.2,18269.5
2023-08,Brazil,Home,21,715.92,0.2,12027.46
2023-08,India,Toys,44,138.3,0.2,4868.16
2023-08,India,Clothing,9,114.31,0.23,792.17
2023-08,Germany,Electronics,42,113.76,0.15,4061.23
2023-08,Brazil,Toys,41,481.21,0.03,19137.72
2023-08,Australia,Clothing,35,376.12,0.02,12900.92
2023-08,India,Electronics,18,556.55,0.12,8815.75
2023-08,USA,Toys,9,660.78,0.14,5114.44
2023-08,Australia,Clothing,33,798.28,0.23,20284.29
2023-08,France,Clothing,9,145.23,0.2,1045.66
2023-08,USA,Home,28,974.85,0.02,26749.88
2023-08,Germany,Toys,1,891.31,0.09,811.09
2023-08,UK,Electronics,49,120.4,0.15,5014.66
2023-08,Germany,Home,10,24.55,0.11,218.5
2023-08,Australia,Clothing,22,712.29,0.28,11282.67
2023-08,UK,Electronics,3,410.25,0.16,1033.83
2023-08,Japan,Toys,24,727.61,0.26,12922.35
2023-08,USA,Toys,26,680.77,0.09,16107.02
2023-08,Germany,Toys,47,227.61,0.04,10269.76
2023-08,Germany,Home,42,772.46,0.24,24656.92
2023-08,USA,Electronics,6,441.15,0.1,2382.21
2023-08,India,Electronics,7,354.61,0.11,2209.22
2023-08,Australia,Toys,43,666.38,0.16,24069.65
2023-08,Germany,Home,9,551.49,0.25,3722.56
2023-08,Brazil,Electronics,8,215.02,0.05,1634.15
2023-08,Australia,Home,29,235.95,0.07,6363.57
2023-08,Germany,Electronics,15,69.12,0.2,829.44
2023-08,Germany,Clothing,40,943.3,0.24,28676.32
2023-08,Australia,Toys,11,963.14,0.02,10382.65
2023-08,India,Electronics,26,203.87,0.04,5088.6
2023-08,USA,Electronics,10,322.0,0.08,2962.4
2023-08,France,Electronics,8,639.6,0.12,4502.78
2023-08,Germany,Home,43,811.76,0.28,25132.09
2023-08,Japan,Toys,47,70.02,0.21,2599.84
2023-08,USA,Electronics,5,502.34,0.07,2335.88
2023-08,Australia,Clothing,33,958.35,0.16,26565.46
2023-08,Brazil,Toys,21,962.69,0.19,16375.36
2023-08,Japan,Clothing,18,551.39,0.05,9428.77
2023-08,Brazil,Clothing,3,174.09,0.13,454.37
2023-08,Germany,Electronics,43,677.61,0.04,27971.74
2023-08,UK,Electronics,11,397.94,0.2,3501.87
2023-08,India,Toys,4,951.92,0.3,2665.38
2023-08,Australia,Home,26,527.31,0.07,12750.36
2023-08,France,Electronics,18,597.63,0.02,10542.19
2023-08,Japan,Clothing,26,24.05,0.25,468.98
2023-08,France,Home,34,701.33,0.12,20983.79
2023-08,Australia,Clothing,34,759.74,0.05,24539.6
2023-08,Australia,Clothing,32,316.9,0.07,9430.94
2023-08,UK,Home,17,171.07,0.17,2413.8
2023-08,Japan,Electronics,22,607.03,0.25,10015.99
2023-08,Germany,Electronics,28,926.93,0.07,24137.26
2023-08,UK,Electronics,24,810.0,0.05,18468.0
2023-08,Brazil,Toys,48,104.45,0.13,4361.83
2023-08,India,Electronics,3,895.7,0.0,2687.1
2023-08,Germany,Electronics,27,955.3,0.15,21924.13
2023-08,India,Electronics,7,378.01,0.12,2328.54
2023-08,France,Clothing,35,67.13,0.13,2044.11
2023-08,USA,Clothing,17,789.67,0.08,12350.44
2023-08,Germany,Electronics,27,421.45,0.25,8534.36
2023-08,India,Clothing,26,919.06,0.03,23178.69
2023-08,USA,Home,11,754.25,0.07,7715.98
2023-08,India,Electronics,22,868.1,0.08,17570.34
2023-08,France,Toys,5,721.97,0.17,2996.18
2023-08,France,Home,12,761.19,0.08,8403.54
2023-08,Germany,Home,47,904.72,0.25,31891.38
2023-08,France,Electronics,14,782.56,0.14,9422.02
2023-08,Brazil,Clothing,45,595.22,0.06,25177.81
2023-08,UK,Toys,39,42.48,0.19,1341.94
2023-08,UK,Toys,15,880.7,0.14,11361.03
2023-08,Brazil,Toys,27,837.47,0.1,20350.52
2023-08,USA,Electronics,24,359.08,0.25,6463.44
2023-08,USA,Electronics,49,543.7,0.08,24510.0
2023-08,Brazil,Electronics,5,397.91,0.16,1671.22
2023-08,India,Electronics,6,64.09,0.29,273.02
2023-08,Brazil,Home,38,19.99,0.13,660.87
2023-08,Australia,Home,22,732.05,0.29,11434.62
2023-08,Japan,Home,36,744.48,0.25,20100.96
2023-08,Brazil,Clothing,30,332.04,0.21,7869.35
2023-08,UK,Home,14,134.1,0.1,1689.66
2023-08,Brazil,Clothing,36,985.01,0.23,27304.48
2023-09,France,Clothing,21,158.11,0.11,2955.08
2023-09,Brazil,Home,42,712.23,0.05,28417.98
2023-09,Brazil,Clothing,9,276.16,0.19,2013.21
2023-09,Japan,Electronics,17,605.54,0.09,9367.7
2023-09,India,Home,21,564.49,0.23,9127.8
2023-09,Brazil,Electronics,36,972.7,0.13,30464.96
2023-09,USA,Toys,15,717.18,0.14,9251.62
2023-09,India,Home,23,133.87,0.26,2278.47
2023-09,India,Electronics,34,809.0,0.06,25855.64
2023-09,France,Clothing,6,668.49,0.05,3810.39
2023-09,India,Home,49,729.79,0.17,29680.56
2023-09,Brazil,Toys,1,318.86,0.14,274.22
2023-09,Germany,Toys,32,737.1,0.12,20756.74
2023-09,UK,Home,35,21.3,0.21,588.95
2023-09,Japan,Clothing,4,563.39,0.15,1915.53
2023-09,Japan,Electronics,33,967.36,0.02,31284.42
2023-09,India,Electronics,27,487.44,0.04,12634.44
2023-09,Australia,Toys,35,952.94,0.07,31018.2
2023-09,UK,Clothing,25,165.7,0.09,3769.68
2023-09,Brazil,Clothing,22,675.98,0.24,11302.39
2023-09,Brazil,Clothing,3,852.17,0.29,1815.12
2023-09,UK,Clothing,16,171.19,0.06,2574.7
2023-09,Germany,Clothing,11,199.51,0.12,1931.26
2023-09,Japan,Electronics,5,735.37,0.12,3235.63
2023-09,Japan,Toys,33,292.9,0.13,8409.16
2023-09,UK,Clothing,5,81.39,0.06,382.53
2023-09,Brazil,Toys,33,645.32,0.2,17036.45
2023-09,Brazil,Home,14,783.19,0.24,8333.14
2023-09,France,Toys,20,285.07,0.08,5245.29
2023-09,USA,Electronics,8,76.83,0.16,516.3
2023-09,India,Clothing,6,552.31,0.29,2352.84
2023-09,India,Electronics,18,707.51,0.13,11079.61
2023-09,UK,Electronics,12,83.3,0.18,819.67
2023-09,USA,Electronics,35,275.85,0.09,8785.82
2023-09,USA,Clothing,22,152.5,0.18,2751.1
2023-09,UK,Electronics,47,951.91,0.09,40713.19
2023-09,Japan,Toys,44,463.44,0.03,19779.62
2023-09,USA,Clothing,34,706.75,0.11,21386.26
2023-09,UK,Clothing,9,709.56,0.18,5236.55
2023-09,India,Home,36,257.03,0.0,9253.08
2023-09,Germany,Electronics,19,114.85,0.05,2073.04
2023-09,Brazil,Home,22,939.67,0.0,20672.74
2023-09,Australia,Clothing,36,704.13,0.2,20278.94
2023-09,Germany,Electronics,49,391.76,0.28,13821.29
2023-09,India,Toys,19,958.01,0.12,16017.93
2023-09,France,Clothing,42,742.01,0.06,29294.55
2023-09,Japan,Electronics,10,18.24,0.13,158.69
2023-09,UK,Toys,21,915.4,0.13,16724.36
2023-09,Brazil,Toys,29,517.6,0.13,13059.05
2023-09,UK,Toys,28,617.16,0.19,13997.19
2023-09,USA,Clothing,20,211.98,0.2,3391.68
2023-09,France,Home,47,741.34,0.0,34842.98
2023-09,Brazil,Electronics,46,278.1,0.07,11897.12
2023-09,Australia,Home,3,223.19,0.18,549.05
2023-09,Australia,Clothing,30,951.98,0.25,21419.55
2023-09,Japan,Home,19,498.57,0.08,8715.0
2023-09,Australia,Clothing,3,620.62,0.22,1452.25
2023-09,Australia,Home,46,298.58,0.23,10575.7
2023-09,India,Electronics,6,801.72,0.1,4329.29
2023-09,Germany,Toys,33,896.39,0.2,23664.7
2023-09,Australia,Home,21,417.23,0.26,6483.75
2023-09,UK,Toys,38,433.33,0.13,14325.89
2023-09,Germany,Home,37,786.15,0.13,25306.17
2023-09,Brazil,Clothing,11,602.86,0.06,6233.57
2023-09,Japan,Toys,7,65.61,0.15,390.38
2023-09,Germany,Toys,15,288.23,0.21,3415.53
2023-09,Japan,Clothing,1,924.79,0.03,897.05
2023-09,France,Electronics,49,193.79,0.2,7596.57
2023-09,Brazil,Home,45,828.22,0.13,32424.81
2023-09,Germany,Electronics,1,316.71,0.07,294.54
2023-09,Australia,Clothing,23,262.33,0.22,4706.2
2023-09,USA,Toys,24,791.4,0.09,17284.18
2023-09,Australia,Home,32,788.49,0.19,20437.66
2023-09,India,Clothing,39,239.47,0.1,8405.4
2023-09,France,Electronics,6,557.84,0.15,2844.98
2023-09,Japan,Electronics,5,680.17,0.25,2550.64
2023-09,Brazil,Toys,3,420.37,0.0,1261.11
2023-09,India,Electronics,47,676.91,0.05,30224.03
2023-09,Japan,Toys,47,494.48,0.13,20219.29
2023-09,Brazil,Toys,21,721.55,0.22,11818.99
2023-09,USA,Clothing,22,545.96,0.1,10810.01
2023-09,Japan,Home,32,891.95,0.07,26544.43
2023-09,USA,Home,36,127.23,0.06,4305.46
2023-09,UK,Clothing,39,67.15,0.12,2304.59
2023-09,UK,Clothing,15,751.9,0.17,9361.15
2023-09,UK,Electronics,9,421.62,0.13,3301.28
2023-09,UK,Home,10,417.75,0.23,3216.68
2023-09,France,Clothing,34,417.84,0.26,10512.85
2023-09,USA,Electronics,48,945.66,0.21,35859.43
2023-09,France,Toys,29,444.7,0.29,9156.37
2023-09,India,Home,13,397.94,0.27,3776.45
2023-09,Brazil,Clothing,49,951.93,0.23,35916.32
2023-09,Japan,Electronics,43,78.36,0.14,2897.75
2023-09,Brazil,Electronics,43,691.75,0.08,27365.63
2023-09,India,Clothing,28,700.3,0.23,15098.47
2023-09,France,Electronics,22,844.89,0.15,15799.44
2023-09,UK,Clothing,41,536.26,0.15,18688.66
2023-09,UK,Clothing,41,883.73,0.14,31160.32
2023-09,France,Clothing,30,651.3,0.0,19539.0
2023-09,Australia,Toys,2,76.3,0.26,112.92
2023-10,Germany,Home,40,968.39,0.02,37960.89
2023-10,India,Electronics,45,455.97,0.15,17440.85
2023-10,Japan,Home,20,997.21,0.17,16553.69
2023-10,France,Home,19,79.3,0.22,1175.23
2023-10,Australia,Home,4,469.6,0.22,1465.15
2023-10,USA,Home,43,930.0,0.11,35591.1
2023-10,USA,Clothing,49,379.51,0.19,15062.75
2023-10,USA,Electronics,15,58.17,0.17,724.22
2023-10,India,Clothing,37,525.86,0.11,17316.57
2023-10,Australia,Clothing,17,24.48,0.06,391.19
2023-10,Germany,Electronics,7,665.86,0.1,4194.92
2023-10,Japan,Electronics,17,265.65,0.18,3703.16
2023-10,France,Toys,26,890.24,0.17,19211.38
2023-10,Japan,Clothing,42,313.84,0.12,11599.53
2023-10,UK,Clothing,16,210.23,0.09,3060.95
2023-10,Australia,Electronics,2,430.6,0.27,628.68
2023-10,Germany,Home,15,562.35,0.18,6916.91
2023-10,USA,Toys,26,456.27,0.29,8422.74
2023-10,India,Toys,38,537.92,0.19,16557.18
2023-10,UK,Clothing,1,533.44,0.25,400.08
2023-10,France,Clothing,46,226.53,0.18,8544.71
2023-10,Japan,Clothing,39,779.02,0.25,22786.33
2023-10,Australia,Home,6,788.84,0.23,3644.44
2023-10,Germany,Toys,33,438.02,0.01,14310.11
2023-10,Brazil,Clothing,6,421.09,0.27,1844.37
2023-10,Brazil,Electronics,46,670.18,0.1,27745.45
2023-10,Australia,Clothing,40,738.87,0.13,25712.68
2023-10,France,Clothing,18,846.42,0.07,14169.07
2023-10,Japan,Electronics,38,103.97,0.3,2765.6
2023-10,UK,Electronics,31,803.33,0.2,19922.58
2023-10,UK,Electronics,27,249.08,0.01,6657.91
2023-10,France,Electronics,49,961.55,0.27,34394.64
2023-10,France,Home,11,23.56,0.02,253.98
2023-10,France,Home,22,24.24,0.23,410.63
2023-10,USA,Electronics,32,315.87,0.04,9703.53
2023-10,Australia,Home,35,939.03,0.12,28922.12
2023-10,France,Clothing,19,585.14,0.3,7782.36
2023-10,Brazil,Home,43,679.36,0.04,28043.98
2023-10,India,Toys,48,600.88,0.28,20766.41
2023-10,Japan,Clothing,28,532.4,0.06,14012.77
2023-10,UK,Electronics,12,499.21,0.26,4432.98
2023-10,USA,Toys,38,597.23,0.02,22240.85
2023-10,UK,Electronics,18,368.81,0.26,4912.55
2023-10,Australia,Home,11,175.68,0.15,1642.61
2023-10,India,Home,25,652.15,0.08,14999.45
2023-10,UK,Electronics,7,603.31,0.05,4012.01
2023-10,Germany,Clothing,22,583.93,0.14,11047.96
2023-10,Japan,Clothing,20,688.54,0.01,13633.09
2023-10,UK,Home,15,839.77,0.24,9573.38
2023-10,Japan,Clothing,3,642.64,0.29,1368.82
2023-10,France,Electronics,2,576.88,0.08,1061.46
2023-10,Germany,Clothing,26,743.16,0.03,18742.5
2023-10,UK,Clothing,20,41.43,0.13,720.88
2023-10,Japan,Electronics,20,882.16,0.26,13055.97
2023-10,Japan,Home,7,506.56,0.29,2517.6
2023-10,Australia,Toys,27,740.05,0.09,18183.03
2023-10,Brazil,Electronics,35,208.55,0.06,6861.29
2023-10,India,Home,31,973.65,0.14,25957.51
2023-10,Brazil,Electronics,30,136.66,0.1,3689.82
2023-10,France,Home,12,818.8,0.26,7270.94
2023-10,Japan,Electronics,19,556.36,0.24,8033.84
2023-10,Brazil,Toys,34,480.2,0.02,16000.26
2023-10,Australia,Clothing,32,175.82,0.04,5401.19
2023-10,UK,Electronics,40,123.29,0.0,4931.6
2023-10,Brazil,Toys,11,332.99,0.09,3333.23
2023-10,Japan,Toys,10,263.9,0.11,2348.71
2023-10,France,Electronics,32,975.62,0.05,29658.85
2023-10,Germany,Home,18,349.22,0.26,4651.61
2023-10,Brazil,Toys,23,107.6,0.25,1856.1
2023-10,UK,Toys,46,805.77,0.04,35582.8
2023-10,Japan,Clothing,40,310.59,0.09,11305.48
2023-10,Germany,Toys,23,91.45,0.14,1808.88
2023-10,Brazil,Clothing,42,289.1,0.11,10806.56
2023-10,Japan,Electronics,25,578.54,0.2,11570.8
2023-10,Australia,Electronics,15,207.25,0.01,3077.66
2023-10,Brazil,Home,13,989.56,0.27,9390.92
2023-10,Germany,Clothing,27,527.53,0.14,12249.25
2023-10,India,Home,12,488.35,0.25,4395.15
2023-10,Brazil,Electronics,35,801.72,0.04,26937.79
2023-10,Brazil,Toys,25,518.71,0.27,9466.46
2023-10,France,Electronics,49,183.74,0.17,7472.71
2023-10,India,Toys,26,870.91,0.12,19926.42
2023-10,Germany,Home,8,378.45,0.2,2422.08
2023-10,Japan,Home,38,856.16,0.05,30907.38
2023-10,UK,Toys,3,191.01,0.25,429.77
2023-10,Japan,Toys,38,970.23,0.17,30601.05
2023-10,India,Clothing,14,260.27,0.28,2623.52
2023-10,Australia,Home,12,561.22,0.25,5050.98
2023-10,Brazil,Electronics,25,34.98,0.08,804.54
2023-10,France,Clothing,20,257.17,0.08,4731.93
2023-10,France,Electronics,42,794.67,0.19,27034.67
2023-10,France,Electronics,36,463.74,0.11,14858.23
2023-10,India,Toys,8,921.53,0.01,7298.52
2023-10,Japan,Toys,8,925.28,0.24,5625.7
2023-10,France,Home,37,471.64,0.23,13437.02
2023-10,Australia,Home,2,762.82,0.15,1296.79
2023-10,Japan,Home,13,771.75,0.12,8828.82
2023-10,Japan,Clothing,13,677.66,0.23,6783.38
2023-10,Australia,Home,17,515.47,0.18,7185.65
2023-10,India,Toys,10,775.82,0.04,7447.87
2023-11,Australia,Toys,30,555.65,0.13,14502.47
2023-11,Japan,Home,1,798.05,0.23,614.5
2023-11,Australia,Electronics,32,59.12,0.22,1475.64
2023-11,Japan,Electronics,8,288.24,0.05,2190.62
2023-11,India,Home,40,207.84,0.02,8147.33
2023-11,Brazil,Home,31,775.04,0.07,22344.4
2023-11,France,Electronics,21,836.72,0.28,12651.21
2023-11,Japan,Clothing,38,28.96,0.25,825.36
2023-11,Japan,Toys,41,289.97,0.13,10343.23
2023-11,Australia,Electronics,21,961.88,0.2,16159.58
2023-11,UK,Home,28,601.32,0.2,13469.57
